"#dataset-key","rights"
7ec77408-f762-11e1-a439-00145eb45e9a,not supplied
7ec61720-f762-11e1-a439-00145eb45e9a,not supplied
7ec4c596-f762-11e1-a439-00145eb45e9a,not supplied
7ec36476-f762-11e1-a439-00145eb45e9a,not supplied
7ec213dc-f762-11e1-a439-00145eb45e9a,not supplied
7ec0ba8c-f762-11e1-a439-00145eb45e9a,not supplied
7ebf715e-f762-11e1-a439-00145eb45e9a,not supplied
7ebe184a-f762-11e1-a439-00145eb45e9a,not supplied
7ebbf9fc-f762-11e1-a439-00145eb45e9a,not supplied
7eb82476-f762-11e1-a439-00145eb45e9a,not supplied
7eb47d1c-f762-11e1-a439-00145eb45e9a,not supplied
7eb2bdd8-f762-11e1-a439-00145eb45e9a,not supplied
7eb0df2c-f762-11e1-a439-00145eb45e9a,not supplied
7eaf1520-f762-11e1-a439-00145eb45e9a,not supplied
7ead8c28-f762-11e1-a439-00145eb45e9a,not supplied
7eabf57a-f762-11e1-a439-00145eb45e9a,not supplied
7eaa4b3a-f762-11e1-a439-00145eb45e9a,not supplied
7ea8a226-f762-11e1-a439-00145eb45e9a,not supplied
7ea75394-f762-11e1-a439-00145eb45e9a,not supplied
7ea5bda4-f762-11e1-a439-00145eb45e9a,not supplied
7ea40a86-f762-11e1-a439-00145eb45e9a,not supplied
7ea24fac-f762-11e1-a439-00145eb45e9a,not supplied
7ea09dce-f762-11e1-a439-00145eb45e9a,not supplied
7e9eeb78-f762-11e1-a439-00145eb45e9a,not supplied
7e9d4c0a-f762-11e1-a439-00145eb45e9a,not supplied
7e9be4f0-f762-11e1-a439-00145eb45e9a,not supplied
7e9a84b6-f762-11e1-a439-00145eb45e9a,not supplied
7e991b08-f762-11e1-a439-00145eb45e9a,not supplied
7e97a246-f762-11e1-a439-00145eb45e9a,not supplied
7e96184a-f762-11e1-a439-00145eb45e9a,not supplied
7e949e52-f762-11e1-a439-00145eb45e9a,not supplied
7e932658-f762-11e1-a439-00145eb45e9a,not supplied
7e91b354-f762-11e1-a439-00145eb45e9a,not supplied
7e90384e-f762-11e1-a439-00145eb45e9a,not supplied
7e8ec432-f762-11e1-a439-00145eb45e9a,not supplied
7e8d62f4-f762-11e1-a439-00145eb45e9a,not supplied
7e8c0fe4-f762-11e1-a439-00145eb45e9a,not supplied
7e8a6400-f762-11e1-a439-00145eb45e9a,not supplied
7e88f5ca-f762-11e1-a439-00145eb45e9a,not supplied
7e878780-f762-11e1-a439-00145eb45e9a,not supplied
7e8628a4-f762-11e1-a439-00145eb45e9a,not supplied
7e84bfc8-f762-11e1-a439-00145eb45e9a,not supplied
7e834986-f762-11e1-a439-00145eb45e9a,not supplied
7e81f568-f762-11e1-a439-00145eb45e9a,not supplied
7e80648c-f762-11e1-a439-00145eb45e9a,not supplied
7e7eeb02-f762-11e1-a439-00145eb45e9a,not supplied
7e7d411c-f762-11e1-a439-00145eb45e9a,not supplied
7e7beba0-f762-11e1-a439-00145eb45e9a,not supplied
7e7a9d86-f762-11e1-a439-00145eb45e9a,not supplied
7e7941e8-f762-11e1-a439-00145eb45e9a,not supplied
7e77e62c-f762-11e1-a439-00145eb45e9a,not supplied
7e766ce8-f762-11e1-a439-00145eb45e9a,not supplied
7e74fb2e-f762-11e1-a439-00145eb45e9a,not supplied
7e734590-f762-11e1-a439-00145eb45e9a,not supplied
7e712f12-f762-11e1-a439-00145eb45e9a,not supplied
7e6f7b18-f762-11e1-a439-00145eb45e9a,not supplied
7e6df32e-f762-11e1-a439-00145eb45e9a,not supplied
7e6a47ce-f762-11e1-a439-00145eb45e9a,not supplied
7e689ac8-f762-11e1-a439-00145eb45e9a,not supplied
7e66e570-f762-11e1-a439-00145eb45e9a,not supplied
7e659224-f762-11e1-a439-00145eb45e9a,not supplied
7e642a60-f762-11e1-a439-00145eb45e9a,not supplied
7e62c256-f762-11e1-a439-00145eb45e9a,not supplied
7e6156e6-f762-11e1-a439-00145eb45e9a,not supplied
7e5fc0ce-f762-11e1-a439-00145eb45e9a,not supplied
7e5e386c-f762-11e1-a439-00145eb45e9a,not supplied
7e5cb6cc-f762-11e1-a439-00145eb45e9a,not supplied
7e5b5368-f762-11e1-a439-00145eb45e9a,not supplied
7e59cffc-f762-11e1-a439-00145eb45e9a,not supplied
7e584920-f762-11e1-a439-00145eb45e9a,not supplied
7e56cb18-f762-11e1-a439-00145eb45e9a,not supplied
7e554270-f762-11e1-a439-00145eb45e9a,not supplied
7e53d17e-f762-11e1-a439-00145eb45e9a,not supplied
7e5275e0-f762-11e1-a439-00145eb45e9a,not supplied
7e50e75c-f762-11e1-a439-00145eb45e9a,not supplied
7e4f85b0-f762-11e1-a439-00145eb45e9a,not supplied
7e4e26e8-f762-11e1-a439-00145eb45e9a,not supplied
7e4c62e0-f762-11e1-a439-00145eb45e9a,not supplied
7e4b04a4-f762-11e1-a439-00145eb45e9a,not supplied
7e49a6b8-f762-11e1-a439-00145eb45e9a,not supplied
7e4852a4-f762-11e1-a439-00145eb45e9a,not supplied
7e46ede2-f762-11e1-a439-00145eb45e9a,not supplied
7e456fbc-f762-11e1-a439-00145eb45e9a,not supplied
7e440c80-f762-11e1-a439-00145eb45e9a,not supplied
7e427db6-f762-11e1-a439-00145eb45e9a,not supplied
7e40ea6e-f762-11e1-a439-00145eb45e9a,not supplied
7e3f369c-f762-11e1-a439-00145eb45e9a,not supplied
7e3d8766-f762-11e1-a439-00145eb45e9a,not supplied
7e3c0404-f762-11e1-a439-00145eb45e9a,not supplied
7e3a7846-f762-11e1-a439-00145eb45e9a,not supplied
7e39246e-f762-11e1-a439-00145eb45e9a,not supplied
bf740679-40c0-4e06-a209-bda733228465,not supplied
7e380070-f762-11e1-a439-00145eb45e9a,GBIF Data Use Agreement and GBIF Data Sharing Ageement apply
a719e79b-d9c6-435b-bade-01b8fff20dc1,not supplied
4ee3ee64-8ca4-4d5e-871e-09f437ae86df,not supplied
8df8741e-4033-46c5-a770-837ea13d9fa5,not supplied
912de54b-1fbe-4ef1-a283-9f7329238022,not supplied
4584c74a-b6e5-46da-958d-662bcb152934,not supplied
7e36d9b6-f762-11e1-a439-00145eb45e9a,not supplied
7e34ea34-f762-11e1-a439-00145eb45e9a,"Zoological Institute (ZIN) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the ZIN. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the ZIN notified. The ZIN and its staff are not responsible for damages, injury or loss due to the use of these data."
135fe78c-6fbb-4586-8d43-214b503dc593,not supplied
7e331736-f762-11e1-a439-00145eb45e9a,not supplied
7e31baf8-f762-11e1-a439-00145eb45e9a,not supplied
bf6810a4-befd-4f0b-82f9-c20c0ce11531,not supplied
a5dd8cc3-7971-4b3c-a75c-d345940572bd,not supplied
e4526ee9-1592-4764-8af1-c89621255f82,not supplied
aeeff4d1-a1e0-454e-ae87-2748138279d3,not supplied
7e3091f0-f762-11e1-a439-00145eb45e9a,No information
7e2ef7c8-f762-11e1-a439-00145eb45e9a,No information
7e2d5b52-f762-11e1-a439-00145eb45e9a,not supplied
6beb2310-5448-4904-b48c-b95ffc6224fa,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
2f1c8f08-e58e-4a48-8b5f-2a3133f607ee,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
4f43b39d-ebdf-47d0-8de1-c5b45a7beca5,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
54817f72-4ad9-4c00-8698-bbf26fd1eb0c,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
a284215e-fa58-4459-8195-07ec433d6fca,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
f53166cd-21d1-404a-97bc-f26bc2ce875a,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
4d608085-da7f-4c86-bc7d-7f5a142b6496,not supplied
b05dd467-aaf8-4c67-843c-27f049057b78,not supplied
c8fe6e06-84e3-4a46-90cb-38c455426209,not supplied
87bc69f3-8877-4543-bfdb-83831d67ee5a,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
ff6421c1-b69b-4e81-804d-142c71c1a982,not supplied
51d71c70-5094-4639-aa36-174130ab9a96,not supplied
dfb05b7b-e477-4d0f-861b-043df5e2fd7f,not supplied
f4a77045-c273-46fb-8921-2ac2aa743eec,not supplied
fc8771c0-6bf0-4df0-897d-e33c7f38f6fb,not supplied
3d9c1ed8-8684-45cd-86ca-c8804ee8982b,not supplied
c6dc4e67-5b01-431a-9f66-6db68974f96c,not supplied
ba6dfade-8351-47a1-92db-a3aaf5f6948a,not supplied
283de481-2eef-44a7-83d3-24d57d37361c,not supplied
03faed9d-5741-471c-baa3-6630dd37e887,not supplied
3419e2ce-de18-4727-868a-b239c379b3bb,not supplied
2921929f-1f8c-429e-8be9-ff47bc581078,not supplied
7a8be2e6-349b-4ac8-8c58-fde5c046142d,not supplied
96313a17-ea7a-471b-978b-a86d15bd4d6f,not supplied
bc5f47f3-8006-4039-b454-9d25348b6e3f,not supplied
c5a7ace8-726a-42e7-9d2f-85952e32b969,not supplied
a418bed5-a37e-4078-b92a-3ff05b95e850,not supplied
111387ed-5879-40ca-a0ed-c7b4571d4606,not supplied
34bbc63b-7c6b-4e88-a8c9-2e199304eabc,not supplied
b4e5195d-0433-494d-80f0-6769181ba0b4,not supplied
50a2a65a-e662-49c8-84b7-1e0fa94e461d,not supplied
9d9a42c9-b826-405b-a9af-67af0a235364,not supplied
b6865811-2e38-45e7-b7ef-0256766f4a1b,not supplied
9b9f9da5-ee2c-4ac2-a70e-ff7613274c89,not supplied
16774e86-1c5f-4247-8447-4b267636fa02,not supplied
c94c608b-d95d-4914-a094-889237c81c7b,not supplied
705922f7-5ba5-49ab-a75d-722e3090e690,not supplied
c33ce2f2-c3cc-43a5-a380-fe4526d63650,not supplied
9ca92552-f23a-41a8-a140-01abaa31c931,ITIS data is in the public domain
66dd0960-2d7d-46ee-a491-87b9adcfe7b1,The GRIN Taxonomy is public data with free and open access with no restrictions.
fab88965-e69d-4491-a04d-e3198b626e52,not supplied
672aca30-f1b5-43d3-8a2b-c1606125fa1b,not supplied
90d9e8a6-0ce1-472d-b682-3451095dbc5a,not supplied
2d59e5db-57ad-41ff-97d6-11f5fb264527,not supplied
bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598,not supplied
046bbc50-cae2-47ff-aa43-729fbf53f7c5,not supplied
0938172b-2086-439c-a1dd-c21cb0109ed5,not supplied
e402255a-aed1-4701-9b96-14368e1b5d6b,CC-BY
d8c73783-7bb9-4921-b39c-b341852dcabb,not supplied
14b9f2d2-a6f4-4af0-91e6-a4a58906feb2,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.
96df6973-85be-4fd8-b2bd-6b30f8c7ccb7,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.
2aaf8ea9-0460-41d2-a651-3583479947c6,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/
cbd241aa-a115-4856-af66-fac5cb90f2cc,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/
baa86fb2-7346-4507-a34f-44e4c1bd0d57,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/
2d680d46-d783-4ea7-94b1-2556cd653e36,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/
be2af664-2990-4153-99b5-d92bbd8cdb0e,"Data records made available from Tiira Bird Observation System for the GBIF Data Portal may be used by individual researchers or research groups for scientific non-commercial purposes only. If any of these records are used in scientific analysis or report, the provenance of the original data must be acknowledged and the publication or report sent to BirdLife Finland (address: BirdLife Finland, Annankatu 29 A 16, FI-00100 Helsinki, Finland, office@birdlife.fi). If this data comprises an essential part of the work, a priori consent must be obtained, and the possibility of joint work negotiated. Any other purposes of use are forbidden in any form without the explicit written consent of BirdLife Finland. BirdLife Finland  and its staff are not responsible for damages, injury or loss due to the use of these data. Spatial accuracy of the data has been rounded to about 10 km.  Sensitive data has been left out.  More accurate records are available by special request.BirdLife Finland´s member associations have the right of ownership including unlimited and gratuitous right of use and any intellectual property rights to the above mentioned data records. BirdLife Finland has the right of use to these data records."
9f17221a-195b-4005-8773-683fcdf559e8,not supplied
7ddf754f-d193-4cc9-b351-99906754a03b,not supplied
714c64e3-2dc1-4bb7-91e4-54be5af4da12,not supplied
d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,not supplied
1d6c368b-9fd3-40e2-aa41-a9b8d31cfd93,not supplied
84330c27-55ac-496f-8d35-f7d1f1459ac3,not supplied
184d1a1b-583b-46da-b232-ce75db8f3764,not supplied
1881d048-04f9-4bc2-b7c8-931d1659a354,not supplied
0a4f3e3b-1910-445a-afa7-9b93abe69ee1,not supplied
ffab0ec5-c5f9-4c26-9b63-28696dc5cac5,not supplied
0e3d6f05-a287-4ffd-852d-4e17db22d810,not supplied
2a513d16-f4ce-4252-974f-2486ce70b788,not supplied
40c0f670-ee87-4576-be9d-2725e0b47035,not supplied
884cb99c-95a0-4dac-94dd-d57dc509c560,not supplied
4bf1cca8-832c-4891-9e17-7e7a65b7cc81,not supplied
358fbd61-739f-4102-afc9-9d468f571e4d,Data supplied is licensed under the Creative Commons Attribution 3.0 Australia License.
7565c55d-9dc8-442d-95cf-19d5ebb3d2b0,Data supplied is licensed under the Creative Commons Attribution 3.0 Australia License.
12a6bf1f-f66e-408c-8c6c-771af210e6a8,not supplied
cb1a57be-c69c-4ebe-a41a-21dd723d7b48,not supplied
a54acbdd-1c29-4d4b-a933-d0f0d87ccda3,not supplied
7e2c0bb2-f762-11e1-a439-00145eb45e9a,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV
56ceb962-4c43-4da8-b9ba-2db0338d6f6d,"Use of the data for commercial or for-profit applications are permitted only via written permission from Instituto de Investigação Científica Tropical. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access."
27730e20-75df-44f7-9834-35bbf4bd7b2a,"Use of the data for commercial or for-profit applications are permitted only via written permission from Instituto de Investigação Científica Tropical. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access."
740df67d-5663-41a2-9d12-33ec33876c47,"When using the data please refer to the 'Dutch Vegetation Database' as managed by Alterra, Wageningen, The Netherlands."
1a1d6a39-8651-49a1-a75c-e379a45429bf,not supplied
7e2989f0-f762-11e1-a439-00145eb45e9a,not supplied
7e285238-f762-11e1-a439-00145eb45e9a,not supplied
7e26d8ea-f762-11e1-a439-00145eb45e9a,not supplied
7e25752c-f762-11e1-a439-00145eb45e9a,not supplied
7e23f440-f762-11e1-a439-00145eb45e9a,not supplied
7e22379a-f762-11e1-a439-00145eb45e9a,not supplied
7e20d620-f762-11e1-a439-00145eb45e9a,not supplied
7e1f7de8-f762-11e1-a439-00145eb45e9a,not supplied
7e1ceec0-f762-11e1-a439-00145eb45e9a,not supplied
7e1e36ae-f762-11e1-a439-00145eb45e9a,not supplied
7e1bbd98-f762-11e1-a439-00145eb45e9a,not supplied
7e1a726c-f762-11e1-a439-00145eb45e9a,not supplied
7e191e62-f762-11e1-a439-00145eb45e9a,not supplied
7e17d4da-f762-11e1-a439-00145eb45e9a,not supplied
7e167982-f762-11e1-a439-00145eb45e9a,not supplied
7e1518e4-f762-11e1-a439-00145eb45e9a,not supplied
7e1393e8-f762-11e1-a439-00145eb45e9a,not supplied
7e123d4a-f762-11e1-a439-00145eb45e9a,not supplied
7e10d28e-f762-11e1-a439-00145eb45e9a,not supplied
7e0f7f38-f762-11e1-a439-00145eb45e9a,not supplied
7e0e2976-f762-11e1-a439-00145eb45e9a,not supplied
7e0cd31e-f762-11e1-a439-00145eb45e9a,not supplied
7e0b86bc-f762-11e1-a439-00145eb45e9a,not supplied
7e0a28a8-f762-11e1-a439-00145eb45e9a,not supplied
7e08d08e-f762-11e1-a439-00145eb45e9a,not supplied
7e077586-f762-11e1-a439-00145eb45e9a,not supplied
7e062244-f762-11e1-a439-00145eb45e9a,not supplied
7e03998e-f762-11e1-a439-00145eb45e9a,not supplied
7e04e064-f762-11e1-a439-00145eb45e9a,not supplied
7e02551a-f762-11e1-a439-00145eb45e9a,not supplied
7dfe71de-f762-11e1-a439-00145eb45e9a,not supplied
7dffc2b4-f762-11e1-a439-00145eb45e9a,not supplied
7e010af2-f762-11e1-a439-00145eb45e9a,not supplied
7dfd2a18-f762-11e1-a439-00145eb45e9a,not supplied
7dfbee0a-f762-11e1-a439-00145eb45e9a,not supplied
7dfab09e-f762-11e1-a439-00145eb45e9a,not supplied
7df95ee2-f762-11e1-a439-00145eb45e9a,not supplied
7df81758-f762-11e1-a439-00145eb45e9a,not supplied
7df6c182-f762-11e1-a439-00145eb45e9a,not supplied
7df574d0-f762-11e1-a439-00145eb45e9a,not supplied
7df431a6-f762-11e1-a439-00145eb45e9a,not supplied
7df1b6b0-f762-11e1-a439-00145eb45e9a,not supplied
7df2ed6e-f762-11e1-a439-00145eb45e9a,not supplied
7df06364-f762-11e1-a439-00145eb45e9a,not supplied
7def0be0-f762-11e1-a439-00145eb45e9a,not supplied
7dedb04c-f762-11e1-a439-00145eb45e9a,not supplied
7dec69da-f762-11e1-a439-00145eb45e9a,not supplied
7deb24a8-f762-11e1-a439-00145eb45e9a,not supplied
7de9da76-f762-11e1-a439-00145eb45e9a,not supplied
7de8792e-f762-11e1-a439-00145eb45e9a,not supplied
7de73154-f762-11e1-a439-00145eb45e9a,not supplied
7de5e6dc-f762-11e1-a439-00145eb45e9a,not supplied
7de49016-f762-11e1-a439-00145eb45e9a,not supplied
7de33e8c-f762-11e1-a439-00145eb45e9a,not supplied
7de1e65e-f762-11e1-a439-00145eb45e9a,not supplied
7de0a0d2-f762-11e1-a439-00145eb45e9a,not supplied
7ddf5f92-f762-11e1-a439-00145eb45e9a,not supplied
7dde16c8-f762-11e1-a439-00145eb45e9a,not supplied
7ddb8bb0-f762-11e1-a439-00145eb45e9a,not supplied
7ddccd72-f762-11e1-a439-00145eb45e9a,not supplied
7dda417e-f762-11e1-a439-00145eb45e9a,not supplied
7dd8fb20-f762-11e1-a439-00145eb45e9a,not supplied
7dd79f96-f762-11e1-a439-00145eb45e9a,not supplied
7dd64da8-f762-11e1-a439-00145eb45e9a,not supplied
7dd4f764-f762-11e1-a439-00145eb45e9a,not supplied
7dd3b192-f762-11e1-a439-00145eb45e9a,not supplied
7dd269d6-f762-11e1-a439-00145eb45e9a,not supplied
7dd12404-f762-11e1-a439-00145eb45e9a,not supplied
7dcfc7a8-f762-11e1-a439-00145eb45e9a,not supplied
7dce81ae-f762-11e1-a439-00145eb45e9a,not supplied
7dcd24e4-f762-11e1-a439-00145eb45e9a,not supplied
7dca9f62-f762-11e1-a439-00145eb45e9a,not supplied
7dcbecb4-f762-11e1-a439-00145eb45e9a,not supplied
7dc94e32-f762-11e1-a439-00145eb45e9a,not supplied
7dc7fb54-f762-11e1-a439-00145eb45e9a,not supplied
7dc6b7e4-f762-11e1-a439-00145eb45e9a,not supplied
7dc56dda-f762-11e1-a439-00145eb45e9a,not supplied
7dc415e8-f762-11e1-a439-00145eb45e9a,not supplied
7dc2bc66-f762-11e1-a439-00145eb45e9a,not supplied
7dc1700e-f762-11e1-a439-00145eb45e9a,not supplied
7dc012e0-f762-11e1-a439-00145eb45e9a,not supplied
7dbebb3e-f762-11e1-a439-00145eb45e9a,not supplied
7dbd74c2-f762-11e1-a439-00145eb45e9a,not supplied
7dbc3d96-f762-11e1-a439-00145eb45e9a,not supplied
7dbafd00-f762-11e1-a439-00145eb45e9a,not supplied
7db9b288-f762-11e1-a439-00145eb45e9a,not supplied
7db71a5a-f762-11e1-a439-00145eb45e9a,not supplied
7db8695a-f762-11e1-a439-00145eb45e9a,not supplied
7db5cac4-f762-11e1-a439-00145eb45e9a,not supplied
7db48484-f762-11e1-a439-00145eb45e9a,not supplied
7db33502-f762-11e1-a439-00145eb45e9a,not supplied
7db1f05c-f762-11e1-a439-00145eb45e9a,not supplied
7db0aa1c-f762-11e1-a439-00145eb45e9a,not supplied
7daf5d56-f762-11e1-a439-00145eb45e9a,not supplied
7dae0e74-f762-11e1-a439-00145eb45e9a,not supplied
7dacca14-f762-11e1-a439-00145eb45e9a,not supplied
7dab8c1c-f762-11e1-a439-00145eb45e9a,not supplied
7daa46b8-f762-11e1-a439-00145eb45e9a,not supplied
7da90b90-f762-11e1-a439-00145eb45e9a,not supplied
7da7c9d8-f762-11e1-a439-00145eb45e9a,not supplied
7da67c4a-f762-11e1-a439-00145eb45e9a,not supplied
7da5264c-f762-11e1-a439-00145eb45e9a,not supplied
7da3e732-f762-11e1-a439-00145eb45e9a,not supplied
7da2a610-f762-11e1-a439-00145eb45e9a,not supplied
7da169c6-f762-11e1-a439-00145eb45e9a,not supplied
7da02ec6-f762-11e1-a439-00145eb45e9a,not supplied
7d9ed9ae-f762-11e1-a439-00145eb45e9a,not supplied
7d9c5eb8-f762-11e1-a439-00145eb45e9a,not supplied
7d9d935a-f762-11e1-a439-00145eb45e9a,not supplied
7d9882c0-f762-11e1-a439-00145eb45e9a,not supplied
7d99caf4-f762-11e1-a439-00145eb45e9a,not supplied
7d9b138c-f762-11e1-a439-00145eb45e9a,not supplied
7d97350a-f762-11e1-a439-00145eb45e9a,not supplied
7d95efec-f762-11e1-a439-00145eb45e9a,not supplied
7d94a8c6-f762-11e1-a439-00145eb45e9a,not supplied
7d936272-f762-11e1-a439-00145eb45e9a,not supplied
7d922ef2-f762-11e1-a439-00145eb45e9a,not supplied
7d90ebdc-f762-11e1-a439-00145eb45e9a,not supplied
7d8fa614-f762-11e1-a439-00145eb45e9a,not supplied
7d8e5214-f762-11e1-a439-00145eb45e9a,not supplied
7d8bd9a8-f762-11e1-a439-00145eb45e9a,not supplied
7d8d17b4-f762-11e1-a439-00145eb45e9a,not supplied
7d894e4a-f762-11e1-a439-00145eb45e9a,not supplied
7d8a9d0e-f762-11e1-a439-00145eb45e9a,not supplied
7d8810ac-f762-11e1-a439-00145eb45e9a,not supplied
7d86c06c-f762-11e1-a439-00145eb45e9a,not supplied
7d857950-f762-11e1-a439-00145eb45e9a,not supplied
7d84328e-f762-11e1-a439-00145eb45e9a,not supplied
7d82d70e-f762-11e1-a439-00145eb45e9a,not supplied
7d8180f2-f762-11e1-a439-00145eb45e9a,not supplied
7d805628-f762-11e1-a439-00145eb45e9a,"Data are freely available through GBIF, OBIS, SCAR-MarBIN and through the AADC web site. If substantial parts of the database is used for other data or information products, please acknowledge the source."
7d7ef4a4-f762-11e1-a439-00145eb45e9a,not supplied
7d7da392-f762-11e1-a439-00145eb45e9a,not supplied
7d7c64f0-f762-11e1-a439-00145eb45e9a,not supplied
7d7b0f1a-f762-11e1-a439-00145eb45e9a,not supplied
7d79bdb8-f762-11e1-a439-00145eb45e9a,not supplied
7d786544-f762-11e1-a439-00145eb45e9a,not supplied
7d77023a-f762-11e1-a439-00145eb45e9a,not supplied
7d75ae1c-f762-11e1-a439-00145eb45e9a,not supplied
7d745f44-f762-11e1-a439-00145eb45e9a,not supplied
7d731328-f762-11e1-a439-00145eb45e9a,not supplied
7d71d3f0-f762-11e1-a439-00145eb45e9a,not supplied
7d707fa0-f762-11e1-a439-00145eb45e9a,not supplied
7d6ddf34-f762-11e1-a439-00145eb45e9a,not supplied
7d6f20b0-f762-11e1-a439-00145eb45e9a,not supplied
7d6ca4fc-f762-11e1-a439-00145eb45e9a,not supplied
7d6b49b8-f762-11e1-a439-00145eb45e9a,not supplied
7d6a0bca-f762-11e1-a439-00145eb45e9a,not supplied
7d68b25c-f762-11e1-a439-00145eb45e9a,not supplied
7d65fd8c-f762-11e1-a439-00145eb45e9a,not supplied
7d675880-f762-11e1-a439-00145eb45e9a,not supplied
7d64b80a-f762-11e1-a439-00145eb45e9a,not supplied
7d6362f2-f762-11e1-a439-00145eb45e9a,not supplied
7d621366-f762-11e1-a439-00145eb45e9a,not supplied
7d5f8b6e-f762-11e1-a439-00145eb45e9a,not supplied
7d60d6cc-f762-11e1-a439-00145eb45e9a,not supplied
7d5e42a4-f762-11e1-a439-00145eb45e9a,not supplied
7d5d03e4-f762-11e1-a439-00145eb45e9a,not supplied
7d5a6bac-f762-11e1-a439-00145eb45e9a,not supplied
7d5bb8cc-f762-11e1-a439-00145eb45e9a,not supplied
7d591090-f762-11e1-a439-00145eb45e9a,not supplied
7d551486-f762-11e1-a439-00145eb45e9a,not supplied
7d565b34-f762-11e1-a439-00145eb45e9a,not supplied
7d57b164-f762-11e1-a439-00145eb45e9a,not supplied
7d53c4d2-f762-11e1-a439-00145eb45e9a,not supplied
7d52765e-f762-11e1-a439-00145eb45e9a,not supplied
7d515e86-f762-11e1-a439-00145eb45e9a,Se debe citar la fuente y la colección en los trabajos resultantes de la consulta. Se recomienda el envío de una copia de los trabajos a los que de lugar la consulta al Servicio de Colecciones de la EEZA.
7d503632-f762-11e1-a439-00145eb45e9a,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.
0a14d118-a2df-4aaf-a052-6d46630c12ed,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.
42b0eb7c-e8fb-4467-aab5-84fd3eaa0704,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.
7d4f1a7c-f762-11e1-a439-00145eb45e9a,not supplied
7d4b3c40-f762-11e1-a439-00145eb45e9a,not supplied
7d4c86d6-f762-11e1-a439-00145eb45e9a,not supplied
7d4dcbe0-f762-11e1-a439-00145eb45e9a,not supplied
7d489aa8-f762-11e1-a439-00145eb45e9a,not supplied
7d49e3ae-f762-11e1-a439-00145eb45e9a,not supplied
7d472812-f762-11e1-a439-00145eb45e9a,not supplied
7d45e4a2-f762-11e1-a439-00145eb45e9a,not supplied
7d44a3f8-f762-11e1-a439-00145eb45e9a,not supplied
7d422164-f762-11e1-a439-00145eb45e9a,not supplied
7d4361c8-f762-11e1-a439-00145eb45e9a,not supplied
7d3e4274-f762-11e1-a439-00145eb45e9a,not supplied
7d3f9926-f762-11e1-a439-00145eb45e9a,not supplied
7d40e254-f762-11e1-a439-00145eb45e9a,not supplied
7d3d0652-f762-11e1-a439-00145eb45e9a,not supplied
7d3baa96-f762-11e1-a439-00145eb45e9a,not supplied
7d38f828-f762-11e1-a439-00145eb45e9a,not supplied
7d3a56b4-f762-11e1-a439-00145eb45e9a,not supplied
7d37a6da-f762-11e1-a439-00145eb45e9a,not supplied
7d3517d0-f762-11e1-a439-00145eb45e9a,not supplied
